Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
9.3347e-05,662.653,612.211,1274.86
0.0997122,494.103,458.547,952.65
0.200357,545.853,467.93,1013.78
0.299926,468.053,425.144,893.197
0.400527,519.893,478.088,997.981
0.500078,454.024,421.084,875.109
0.599669,524.519,488.647,1013.17
0.70024,573.812,497.801,1071.61
0.799803,512.986,475.833,988.819
0.899368,461.034,436.326,897.36
0.999992,447.426,423.09,870.516
1.0996,465.981,447.635,913.616
1.19916,482.63,445.926,928.555
1.29976,466.236,434.17,900.406
1.39935,443.814,408.436,852.251
1.49997,522.762,501.858,1024.62
1.60057,457.19,421.412,878.603
1.70011,453.062,418.346,871.409
1.80067,484.6,462.317,946.917
1.9013,442.532,416.813,859.345
2.00083,470.973,449.228,920.2
2.10141,424.676,406.246,830.923
2.20196,446.955,429.574,876.529
2.30152,411.683,399.312,810.995
2.40209,464.839,448.704,913.543
2.50266,486.446,465.068,951.514
2.60223,428.619,413.011,841.629
2.70279,443.837,432.278,876.116
2.80331,478.353,469.548,947.901
2.90287,455.958,443.27,899.228
3.00348,417.866,405.482,823.348
3.10405,459.917,446.906,906.822
3.2036,505.016,497.702,1002.72
3.30419,441.263,418.37,859.633
3.40478,488.364,450.291,938.655
3.50437,450.715,430.634,881.349
3.60495,457.574,445.297,902.87
3.70552,449.086,414.701,863.788
3.80507,543.52,534.481,1078
3.90564,417.014,390.53,807.544
4.00622,500.696,450.504,951.201
4.10576,433.347,431.219,864.566
4.20632,429.572,417.651,847.222
4.3069,467.557,450.652,918.209
4.40649,432.136,415.094,847.23
4.50707,485.39,467.873,953.263
4.60768,457.907,437.932,895.839
4.70724,483.322,448.404,931.725
4.80799,457.023,451.436,908.458
4.90758,436.364,424.577,860.941
5.00716,432.23,425.275,857.506
5.10779,426.539,419.878,846.417
5.20737,448.761,442.733,891.494
5.30792,496.594,459.137,955.731
5.40852,489.338,481.156,970.493
5.5081,418.68,410.056,828.736
5.60867,445.29,432.99,878.28
5.70914,486.722,439.937,926.659
5.80867,518.628,480.56,999.188
5.90924,446.286,425.696,871.982
6.00982,417.455,409.931,827.386
